year,percent_dic_occurrence
1736.0,0.0020489455037000052
1737.0,0.003063353718794645
1738.0,0.002606766493766308
1739.0,0.004168281719815659
1740.0,0.003653060073668877
1741.0,0.0067218459582629
1745.0,0.009457669300007214
1746.0,0.004904792252216843
1750.0,0.0033015282843162786
1751.0,0.03192916419578906
1752.0,0.0025553852100427123
1753.0,0.002885763300125799
1754.0,0.002248820385591232
1755.0,0.0020457832428566933
1756.0,0.001635397989044643
1757.0,0.0019293897253725722
1758.0,0.00172799558189862
1759.0,0.004475773385725467
1760.0,0.002284946403899668
1761.0,0.002636679326026148
1762.0,0.0031139545147651783
1763.0,0.004285713558314858
1764.0,0.005219116169883595
1765.0,0.004760045360612684
1766.0,0.002797533899605268
1767.0,0.0029627168168290486
1768.0,0.0037125400916800974
1769.0,0.014173971315689935
1770.0,0.0052621124139341354
1771.0,0.0033489349321731247
1772.0,0.002219359801068944
1773.0,0.002872772288856301
1774.0,0.005514403810268315
1775.0,0.012269790875653717
1776.0,0.016121593285208537
1777.0,0.006258308158552209
1778.0,0.007938140145248344
1779.0,0.025561861758281734
1780.0,0.04455621254986261
1781.0,0.032362982356030454
1782.0,0.005440349027789406
1783.0,0.008282768807196483
1784.0,0.0032789326320530818
1785.0,0.0028054735618947588
1786.0,0.004372650820712744
1787.0,0.004022549865397877
1788.0,0.003336821716925598
1789.0,0.005814176389526136
1790.0,0.005367805536162822
1791.0,0.005004474346529575
1792.0,0.0030895172337817574
1793.0,0.003562202054082715
1794.0,0.0025738001290342453
1795.0,0.0024942647466614488
1796.0,0.0053246329809924706
1797.0,0.005058444096903775
1798.0,0.01267711695685191
1799.0,0.03606383331526696
1800.0,0.007678724111590988
1801.0,0.0292584836214819
1802.0,0.02174496949236736
1803.0,0.017723112704372396
1804.0,0.008606891758432348
1805.0,0.0032913339306323117
1806.0,0.004418164302237963
1807.0,0.008811185537582911
1808.0,0.0035385605077920875
1809.0,0.013993398516392419
1810.0,0.03204531094677029
1811.0,0.017428353117144798
1812.0,0.018535126088208027
1813.0,0.03274273976615241
1814.0,0.028736943113500016
1815.0,0.020247660741979687
1816.0,0.012385202572459494
1817.0,0.014168686188071431
1818.0,0.021356037848207644
1819.0,0.01666925464578506
1820.0,0.02333285900414175
1821.0,0.001953670139824547
1822.0,0.0019201736116609021
1823.0,0.002731626367236622
1824.0,0.001909994224149097
1825.0,0.003133256675751983
1826.0,0.005128418902737535
1827.0,0.00406331709368237
1828.0,0.0020745081338939377
1829.0,0.0027908453208925245
1830.0,0.002316247177615315
1831.0,0.0015046626540999996
1832.0,0.002179727205954185
1833.0,0.003152647417382093
1834.0,0.004608507531457693
1835.0,0.00485915929334373
1836.0,0.005893719158845946
1837.0,0.007618738443773517
1838.0,0.016844956848343244
1839.0,0.0024353289126421416
1840.0,0.00638777051118989
1841.0,0.007817972764648287
1842.0,0.006667366953699696
1843.0,0.005010727052825021
1844.0,0.0029755697869079194
1845.0,0.001497463765422179
1846.0,0.002052739958233003
1847.0,0.0022186504320136093
1848.0,0.005986785215892709
1849.0,0.0031484959432008957
1850.0,0.009848245016555795
1851.0,0.0108669804883334
1852.0,0.003045161231566483
1853.0,0.005431337733255523
1854.0,0.005147330650515202
1855.0,0.006149301879220679
1856.0,0.004520687471309615
1857.0,0.0035150614942908577
1858.0,0.005089025135430138
1859.0,0.003374353776768811
1860.0,0.0022643320118514235
1861.0,0.007638233329501478
1862.0,0.003720946031017948
1863.0,0.003731261301294298
1864.0,0.0016300722861932989
1865.0,0.004682108228783853
1866.0,0.004919219409850948
1867.0,0.006427642655646129
1868.0,0.005400053740879682
1869.0,0.00805941942534929
1870.0,0.00880874761951131
1871.0,0.004832315577712866
1872.0,0.006191009743331775
1873.0,0.007511781227205109
1874.0,0.004471588837124382
1875.0,0.004909107958979463
1876.0,0.008599313119766422
1877.0,0.002562619607852787
1878.0,0.0019512651800187462
1879.0,0.006087620218908548
1880.0,0.0035576222293085035
1881.0,0.003824664630049957
1882.0,0.004599088877066302
1883.0,0.004655327617908659
1884.0,0.006222630246146326
1885.0,0.002600964425213486
1886.0,0.0022863826458626195
1887.0,0.0029286594639500976
1888.0,0.003664633458085594
1889.0,0.002336496239828528
1890.0,0.0030895484649143433
1891.0,0.0023118258520837347
1892.0,0.0023105944844115144
1893.0,0.0035221583598201356
1894.0,0.003058910223553571
